web-scraper-order,web-scraper-start-url,reparto,reparto-href,title,price
"1525363261-336","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Giardinaggio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/giardinaggio/c/20090","VASO HEDERA DIAMETRO 20 COLORE LAVANDA","€ 1,40"
"1525363315-649","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Vino e bollicine","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/vino-e-bollicine/c/20011","San Crispino Vino rosso brik 1 l","€ 1,99"
"1525363320-674","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bibite e succhi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/bibite-e-succhi/c/20009","Santàl Arancia bionda 1000 ml","€ 1,48"
"1525363440-1455","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-da-banco/c/20107","SPIANATA PICCANTE STAGIONATA","18,90 €/KG"
"1525363276-428","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Detersivi pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/detersivi-pulizia/c/20100","Wc Net Profumoso Mountain Fresh 4 x 34 g","€ 2,65"
"1525363294-550","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene orale","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-orale/c/20030","Mentadent Sensitive expert soft","€ 2,09"
"1525363376-1051","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cereali colazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/cereali-colazione/c/20023","IL GIGANTE Muesli alla Frutta 375 g","€ 1,43"
"1525363345-845","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salutistici, dietetici e integratori","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/salutistici,-dietetici-e-integratori/c/20073","Enervit Power Sport Gusto Cacao 60 g","€ 1,45"
"1525363286-505","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","L'Oréal Paris Excellence Creme Crema Colorante 7.43 Biondo Rame Dorato","€ 8,82"
"1525363414-1270","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti confezionati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-confezionati/c/20045","Parmareggio l'ABC della merenda con Formaggino","€ 0,99"
"1525363367-993","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cioccolato, dolci, caramelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/cioccolato,-dolci,-caramelle/c/20020","Golia Herbs limone 49 g","€ 1,35"
"1525363304-572","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per gatti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-gatti/c/20004","PURINA ONE BIFENSIS Gatto Crocchette Junior 1-12 Ricco in Pollo e con Cereali Integrali Sacco 800g","€ 4,39"
"1525363421-1314","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","Parmareggio Snack 5 Snacks di Parmigiano Reggiano DOP Parmareggio 5 x 20 g","€ 2,39 (-30%)"
"1525363416-1291","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-da-banco/c/20046","LASAGNE AL RAGU' DI CARNE - PRODOTTO GATRONOMICO COTTO-","10,90 €/KG"
"1525363427-1369","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi a fette","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-a-fette/c/20080","Sottilette Burger con Cheddar 185 g","€ 1,99"
"1525363335-774","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Gelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/gelati/c/20050","MOTTA MAXIBON biscotto gelato alla stracciatella con copertura al cacao 4 biscotti","€ 3,42"
"1525363337-788","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasticceria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/pasticceria/c/20061","De Mori Torcetti al Burro Lavorati Esclusivamente a Mano 300 g","€ 4,50"
"1525363343-823","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti vegetali","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/alimenti-vegetali/c/20077","Kioene Cordon Bleu vegetale 260 g","€ 2,99"
"1525363444-1477","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdura pronta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/verdura-pronta/c/20040","IL GIGANTE Lavata e pronta Rucola 100 g","€ 1,28"
"1525363447-1485","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdura","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/verdura/c/20039","ZUCCA DELICA","2,98 €/KG"
"1525363335-773","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Gelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/gelati/c/20050","Algida Cucciolone Classico 6 x 80 g","€ 3,26"
"1525363284-478","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura del corpo","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-del-corpo/c/20029","Garnier SkinActive Hydra Bomb Maschera Super Idratante Energizzante 32 g","€ 2,94"
"1525363284-484","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura del corpo","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-del-corpo/c/20029","Piz Buin Moisturising sun lotion 15 SPF 200 ml","null"
"1525363298-557","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Lettiere e deodoranti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/lettiere-e-deodoranti/c/20006","Giuntini HygienePlus Lettiera + sana 500 ml","€ 2,64"
"1525363363-964","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta e riso","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pasta-e-riso/c/20070","IL GIGANTE Spaghetti n.5 500 g","€ 0,62"
"1525363373-1030","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Biscotti, merendine e snack dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/biscotti,-merendine-e-snack-dolci/c/20022","Hero Supreme Arachidi e Cioccolato al Latte 4 x 24 g","€ 2,29"
"1525363276-431","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Detersivi pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/detersivi-pulizia/c/20100","Wc Net Professional Fosse Biologiche 20 caps 360 g","€ 8,99"
"1525363376-1045","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cereali colazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/cereali-colazione/c/20023","Kellogg's Coco pops 600 g","€ 3,70"
"1525363322-691","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","Lete 6 x 50 cl","€ 1,64"
"1525363280-456","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Rasatura e depilazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/rasatura-e-depilazione/c/20035","Gillette Venus Original 4 Ricariche","null"
"1525363322-697","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","Acqua Minerale San Benedetto Benedicta frizzante 1,5L","€ 0,48"
"1525363408-1223","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti freschi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/condimenti-freschi/c/20041","Biffi Sugo Radicchio e Speck 150 g","€ 2,49"
"1525363274-420","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-pulizia/c/20097","mister Magic Ovetto Assorbiodori Frigo con Bicarbonato 40 g","€ 2,57"
"1525363432-1397","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Wurstel e altri precotti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/wurstel-e-altri-precotti/c/20086","Aia Wudy Classico 250 g","€ 1,49"
"1525363358-929","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pelati, passate e sughi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pelati,-passate-e-sughi/c/20071","IL GIGANTE Pomodori Pelati 2550 g","€ 3,28"
"1525363365-966","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati per dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/preparati-per-dolci/c/20021","cameo Budino cremoso vaniglia 130 g","€ 1,54"
"1525363284-487","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura del corpo","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-del-corpo/c/20029","Piz Buin Instant glow skin illuminating sun spray 15 SPF media 150 ml","null"
"1525363313-632","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alcolici e aperitivi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/alcolici-e-aperitivi/c/20008","jack daniel's old n°7 + fiaschetta 70CL","€ 17,90"
"1525363373-1036","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Biscotti, merendine e snack dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/biscotti,-merendine-e-snack-dolci/c/20022","FITNESS CRUNCHY CARAMEL Barretta di cereali integrali con cioccolato e caramello 4 pezzi","€ 1,99"
"1525363427-1363","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi a fette","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-a-fette/c/20080","Sottilette Light 200 g","€ 1,68"
"1525363393-1126","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne suina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-suina/c/20016","FILETTO DI SUINO","9,90 €/KG"
"1525363339-791","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Panetteria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/panetteria/c/20060","Riso Scotti Risette Integrali Fibra più Fibra 150 g","€ 1,72"
"1525363294-545","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene orale","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-orale/c/20030","Blanx Sbiancante 75 ml","€ 3,29"
"1525363419-1303","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grattugiati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grattugiati/c/20082","Ambrosi Grana Padano Fresco di Grattugia 100 g","€ 1,98"
"1525363380-1072","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Crostacei","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pesce/crostacei/c/20062","CODE DI MAZZANCOLLE TROPICALE SCONGELATE","19,90 €/KG"
"1525363337-789","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasticceria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/pasticceria/c/20061","Oreo Double 157 g","€ 1,33"
"1525363399-1166","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Yogurt","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/yogurt/c/20059","Vrai Yogurt di capra Naturale 2 x 125 g","€ 2,49"
"1525363449-1502","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati di frutta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/preparati-di-frutta/c/20038","premiumfruit premium juice 100% Mirtillo Nero Spremuta 200 ml","€ 2,64"
"1525363320-675","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bibite e succhi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/bibite-e-succhi/c/20009","Zuegg I frutteti di Oswald Zuegg Mirtilli Neri Selvatici 6 x 125 ml","€ 4,44"
"1525363271-403","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bucato","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/bucato/c/20098","Sole Bianco Solare ultra 1,495 kg","€ 3,88"
"1525363399-1175","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Yogurt","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/yogurt/c/20059","Activia Albicocca vellutato 4 x 125 g","€ 2,69"
"1525363286-492","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","L'Oréal Paris Ritocco Perfetto I Neri Spray Istantaneo Ritocco Radici 75 ml","€ 10,08"
"1525363390-1113","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne trita, lavorata e insaccati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-trita,-lavorata-e-insaccati/c/20017","SALSICCIA DI SUINO AL FINOCCHIO","7,50 €/KG"
"1525363382-1078","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pesce fresco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pesce/pesce-fresco/c/20064","NASELLO","11,90 €/KG"
"1525363267-375","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori cucina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-cucina/c/20096","CUCCHIAINO DESSERT BIANCO","€ 2,28"
"1525363313-626","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alcolici e aperitivi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/alcolici-e-aperitivi/c/20008","Martini l'Aperitivo Rosato 1 L","€ 8,09"
"1525363449-1505","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati di frutta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/preparati-di-frutta/c/20038","Insal'Arte Love Melagrana 250 ml","€ 1,95"
"1525363315-646","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Vino e bollicine","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/vino-e-bollicine/c/20011","Chiarli Prestigio Lambrusco Sorbara DOC Secco 750 ml","€ 3,99"
"1525363408-1235","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti freschi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/condimenti-freschi/c/20041","il Pesto di Pra' Pesto Genovese 150 g","€ 4,64"
"1525363352-887","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Purè e preparati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pur%C3%A8-e-preparati/c/20072","Rio mare Insalatissime Riso Basmati con Tonno, Fagioli Azuki e Bambù 220 g","€ 3,76"
"1525363284-482","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura del corpo","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-del-corpo/c/20029","Leocrema Pellemorbida Nutriente Multiuso 150 ml","€ 2,00"
"1525363367-994","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cioccolato, dolci, caramelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/cioccolato,-dolci,-caramelle/c/20020","Novi Classico Cioccolato al latte finissimo 100 g","€ 1,04"
"1525363345-840","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salutistici, dietetici e integratori","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/salutistici,-dietetici-e-integratori/c/20073","Enervit Power sport Protein bar gusto chocolate & cream 45 g","€ 1,74"
"1525363289-510","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carta igienica, assorbenti, cotone","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/carta-igienica,-assorbenti,-cotone/c/20026","Nuvenia Proteggi Slip Extra Lungo 28 pz","€ 2,36"
"1525363274-422","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-pulizia/c/20097","Vileda SuperMocio Fiocco 3Action","€ 2,88"
"1525363395-1132","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","POLPA SCELTA A PEZZI DI BOVINO ADULTO","13,50 €/KG"
"1525363320-671","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bibite e succhi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/bibite-e-succhi/c/20009","Santàl Ananas Selezione 1000 ml","€ 1,48"
"1525363425-1350","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Altri formaggi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/altri-formaggi/c/20079","Philadelphia Mousse Classico 130 g","€ 1,36"
"1525363284-490","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura del corpo","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-del-corpo/c/20029","Garnier Ambre Solaire Protezione solare Resisto Bambini Latte idratante protezione alta IP30, 200 ml","null"
